[2019-07-20 14:55:45] main.ERROR: Error: Application is not installed yet.  [] []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_24","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_5","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_7","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_6","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_1","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_3","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_2","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_74","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_73","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_1"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_2"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_3"}} []
[2019-07-20 14:58:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_4"}} []
[2019-07-20 14:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_1"}} []
[2019-07-20 14:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_2"}} []
[2019-07-20 14:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_3"}} []
[2019-07-20 14:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_4"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["LAYOUT_GENERAL_CACHE_TAG"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["BLOCK_HTML"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["COMPILED_CONFIG"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["WEBSERVICE"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"}} []
[2019-07-20 14:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/start","invalidateInfo":{"tags":["VERTEX"],"mode":"matchingTag"}} []
[2019-07-20 14:58:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://local.puzhal.com/setup/index.php/install/progress","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2019-07-20 15:20:05] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://local.puzhal.com/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_4eb49200bea44f3d4c6d6bf50f7aa2507bd3089e"}} []
[2019-07-20 15:20:05] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://local.puzhal.com/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_eb2982c47c8f36c66b3334fba9da6611b25c439b"}} []
[2019-07-20 15:20:05] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://local.puzhal.com/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_430cf55a75aa0c2ec0983079303bd6281780b0e4"}} []
